"SpeciesCategory","cohort","Source","ProcDate","Lengthmm","Weightg","Phenosex","PhenoSex","Maturity","Comments"
"0",2001,"File2",2002-11-04,100,12.5,,,,
"1",2003,"File2",2003-10-17,80,5.2,,,,
"0",2003,"File2",2003-10-20,66,3.8,,,,
"0",2003,"File2",2003-10-20,76,4.4,,,,
"0",2003,"File2",2003-10-20,78,5,,,,
"0",2003,"File2",2003-10-20,70,3.6,,,,
"0",2003,"File2",2003-10-20,70,3.6,,,,
"0",2003,"File2",2003-10-21,73,4.2,,,,
"0",2003,"File2",2003-10-21,70,3.7,,,,
"0",2003,"File2",2003-10-21,73,4,,,,
"0",2003,"File2",2003-10-21,67,3.1,,,,
"0",2003,"File2",2003-10-22,67,3.2,,,,
"0",2003,"File2",2003-10-22,71,3.7,,,,
"0",2003,"File2",2003-10-22,80,5.2,,,,
"0",2003,"File2",2003-10-22,77,5.1,,,,
"0",2003,"File2",2003-10-22,64,2.7,,,,
"0",2003,"File2",2003-10-22,86,6.2,,,,
"0",2003,"File2",2003-10-22,66,3,,,,
"0",2003,"File2",2003-10-22,75,4.4,,,,
"0",2003,"File2",2003-10-22,76,5.1,,,,
"0",2003,"File2",2003-10-22,66,2.9,,,,
"0",2003,"File2",2003-10-22,75,4.5,,,,
"0",2003,"File2",2003-10-22,61,2.7,,,,
"0",2003,"File2",2003-10-22,68,3.2,,,,
"0",2003,"File2",2003-10-23,62,2.6,,,,
"0",2003,"File2",2003-10-23,73,4.2,,,,
"0",2003,"File2",2003-10-24,68,3.2,,,,
"0",2003,"File2",2003-10-28,59,2.1,,,,
"0",2003,"File2",2003-10-29,68,3.3,,,,
"0",2003,"File2",2003-10-30,64,2.8,,,,
"0",2003,"File2",2003-11-03,85,7,,,,
"0",2003,"File2",2003-11-03,69,2.9,,,,
"0",2003,"File2",2003-11-03,73,5.3,,,,
"0",2003,"File2",2003-11-03,85,7.5,,,,
"0",2003,"File2",2003-11-03,56,2,,,,
"0",2003,"File2",2003-11-03,74,4.3,,,,
"0",2003,"File2",2003-11-03,63,2.7,,,,
"0",2003,"File2",2003-11-03,69,3.6,,,,
"0",2003,"File2",2003-11-03,84,6.8,,,,
"0",2003,"File2",2003-11-03,76,5,,,,
"0",2003,"File2",2003-11-03,67,3.5,,,,
"0",2003,"File2",2003-11-03,57,2.1,,,,
"0",2003,"File2",2003-11-03,72,4.2,,,,
"0",2003,"File2",2003-11-04,74,5.6,,,,
"0",2003,"File2",2003-11-04,84,6.7,,,,
"0",2003,"File2",2003-11-04,67,3.7,,,,
"0",2003,"File2",2003-11-04,64,3.3,,,,
"0",2003,"File2",2004-10-18,100,11.6,,,,
"1",2003,"File2",2004-10-18,118,18,,,,
"0",2003,"File2",2004-10-18,90,7.4,,,,
"1",2003,"File2",2004-10-18,132,23.6,"M",,"Precocious",
"0",2003,"File2",2004-10-18,91,8.2,,,,
"1",2003,"File2",2004-10-20,113,17.1,,,,
"1",2003,"File2",2004-10-20,140,31.4,,,,
"1",2003,"File2",2004-10-21,136,27.8,,,,
"1",2003,"File2",2004-10-22,125,20.2,,,,
"Parr",2008,,2009-10-20,112,14.11,,,,"Nicely healed"
"Parr",2008,,2009-10-19,101,11.19,,,,"NT"
"Parr",2008,,2009-10-20,95,9.53,,,,"NT"
"Parr",2008,,2009-10-29,104,13.36,,"Female",,"no tag"
"Parr",2008,,2009-10-20,115,16.74,,,,"no tag"
"Parr",2008,,2009-10-20,105,12.41,,,,"no tag"
"Parr",2008,,2009-10-19,88,9.05,,,,
"Parr",2008,,2009-11-04,120,14.19,,,,
"",2016,,2017-10-15,95,9.25,,"M","Precocious","Precocious"
"",2016,,2017-10-18,100,10.57,,"","",""
"",2016,,2017-10-18,105,12.35,,"","",""
"",2016,,2017-10-18,111,14.06,,"","",""
"",2016,,2017-10-18,92,8.22,,"","",""
"",2016,,2017-10-18,107,12.11,,"","",""
"",2016,,2017-10-20,104,11.92,,"","",""
"",2016,,2017-10-23,102,11.29,,"","",""
"",2016,,2017-10-20,100,10.05,,"","","FDX RELEASED UPSTREAM"
"0",1996,"File1",1996-11-16,71,2.8,,,,
"0",1997,"File1",1997-11-23,68,3,,,,
"1",1996,"File1",1997-11-23,112,16.7,,,,
"0",1997,"File1",1997-11-23,70,3.4,,,,
"1",1996,"File1",1997-11-23,137,26.2,,,,
"0",1996,"File1",1997-11-23,89,6.8,,,,
"1",1996,"File1",1997-11-23,104,11.7,,,,
"0",1996,"File1",1997-11-23,96,8.9,,,,
"0",1997,"File1",1997-11-24,85,6,,,,
"1",1996,"File1",1997-11-24,105,11.9,,,,
"0",1996,"File1",1997-11-24,93,8.7,,,,
"0",1997,"File1",1997-11-25,68,3.1,,,,
"0",1997,"File1",1998-11-05,89.9,7.11,,,,
"1",1997,"File1",1998-11-23,132,27.4,"M",,"Precocious",
"1",1997,"File1",1998-11-23,117,16.2,"M",,"Precocious",
"0",1997,"File1",1998-11-25,89.55,6.97,,,,
"1",1997,"File1",1998-11-25,115,17.8,"M",,"Precocious",
"0",1997,"File1",1998-11-26,88.77,6.11,,,,
"0",1999,"File1",1999-11-18,63,2.5,,,,
"0",2001,"File2",2002-11-06,90,7.5,,,,
"1",2001,"File2",2002-11-06,122,20.5,,,,
"0",2001,"File2",2002-11-09,89,7.5,,,,
"0",2001,"File2",2002-11-11,95,8.8,,,,
"0",2001,"File2",2002-11-15,91,7.7,,,,
"1",2001,"File2",2002-11-20,110,16,,,,
"0",2003,"File2",2003-11-06,65,3.2,,,,
"0",2003,"File2",2003-11-06,74,4.5,,,,
"0",2003,"File2",2003-11-06,69,3.4,,,,
"0",2003,"File2",2003-11-06,71,4.2,,,,
"0",2003,"File2",2003-11-06,70,3.4,,,,
"0",2003,"File2",2003-11-06,65,3.2,,,,
"0",2003,"File2",2003-11-13,74,4.9,,,,
"0",2003,"File2",2003-11-13,72,4.1,,,,
"0",2003,"File2",2003-11-13,62,2.6,,,,
"0",2003,"File2",2003-11-13,72,4.4,,,,
"0",2003,"File2",2003-11-13,71,3.9,,,,
"0",2003,"File2",2003-11-14,68,3.9,,,,
"0",2003,"File2",2003-11-14,62,2.6,,,,
"0",2003,"File2",2003-11-14,55,1.5,,,,
"0",2003,"File2",2003-11-14,65,3.1,,,,
"0",2003,"File2",2003-11-17,66,3.2,,,,
"0",2003,"File2",2003-11-17,77,5,,,,
"0",2003,"File2",2003-11-17,60,2.2,,,,
"0",2003,"File2",2003-11-17,68,2.3,,,,
"0",2003,"File2",2003-11-17,70,3.5,,,,
"0",2003,"File2",2003-11-17,69,3.3,,,,
"0",2003,"File2",2003-11-17,61,2.6,,,,
"0",2003,"File2",2003-11-17,70,3.7,,,,
"0",2003,"File2",2003-11-17,75,4.5,,,,
"0",2003,"File2",2003-11-17,64,2.8,,,,
"0",2003,"File2",2003-11-20,72,4.1,,,,
"0",2003,"File2",2003-11-20,73,4.1,,,,
"0",2003,"File2",2003-11-20,66,3.3,,,,
"0",2003,"File2",2003-11-26,75,4.2,,,,
"0",2003,"File2",2003-11-26,70,3.8,,,,
"0",2003,"File2",2003-11-26,71,4,,,,
"1",2003,"File2",2004-11-16,133,28.5,"M",,"Precocious",
"1",2003,"File2",2004-11-25,120,24.5,,,,
"Parr",2008,,2009-11-20,106,6.38,,,,"no tag found"
"Parr",2008,,2009-11-10,98,9.55,,"Female",,
"Parr",2008,,2009-11-05,124,19.52,,,,"no tag"
"Parr",2008,,2009-11-26,107,15.42,,"Male","Precocious","no tag"
"Parr",2008,,2009-11-26,109,16.23,,"Male","Precocious","no tag"
"Parr",2008,,2009-11-26,109,15.75,,"Male","Precocious","no tag"
"Parr",2008,,2009-11-26,109,9.22,,"Male","Precocious","no tag"
"Parr",2008,,2009-11-11,106,13.23,,,,
"",2016,,2017-11-06,105,12.39,,"","",""
"",2016,,2017-11-06,108,13.82,,"","",""
"",2016,,2017-11-06,94,8.53,,"","",""
"",2016,,2017-11-06,95,9,,"","",""
"",2016,,2017-11-06,95,8.72,,"","",""
"",2016,,2017-11-06,100,10.15,,"","",""
"",2016,,2017-11-06,107,12.66,,"","",""
"",2016,,2017-11-06,108,13.46,,"","",""
"Fry",2016,,2017-11-06,97,9.12,,"","",""
"",2016,,2017-11-06,106,12.28,,"","",""
"",2016,,2017-11-06,111,14.7,,"","",""
"",2016,,2017-11-06,104,10.68,,"","","send to Paulo"
"",2016,,2017-11-07,96,10.06,,"","",""
"",2016,,2017-11-07,91,7.49,,"","",""
"",2016,,2017-11-07,93,8.44,,"","",""
"",2016,,2017-11-08,113,15.27,,"","",""
"",2016,,2017-11-08,106,12.4,,"","",""
"",2016,,2017-11-10,104,12.46,,"","",""
"",2016,,2017-11-11,110,13.65,,"","",""
"",2016,,2017-11-06,99,9.99,,"","",""
"",2016,,2017-11-06,126,21.91,,"","",""
"",2016,,2017-11-06,101,10.24,,"","",""
"",2016,,2017-11-06,106,12.73,,"","",""
"",2016,,2017-11-06,100,10.61,,"","",""
"",2016,,2017-11-06,103,10.62,,"","",""
"",2016,,2017-11-06,107,13.82,,"","",""
"",2016,,2017-11-06,108,13.67,,"","","preclipped"
"",2016,,2017-11-06,100,11.03,,"","",""
"",2016,,2017-11-06,109,12.6,,"","",""
"1",1996,"File1",1997-11-27,106,12.5,,,,
"1",1996,"File1",1997-11-27,101,11,,,,
"1",1996,"File1",1997-11-28,151,46.7,"M",,"Precocious",
"0",1996,"File1",1997-12-01,95,8.1,,,,
"1",1996,"File1",1997-12-01,106,13.6,"M",,"Precocious",
"1",1996,"File1",1997-12-01,138,42.2,"M",,"Precocious",
"0",1996,"File1",1997-12-08,97,9.5,,,,
"1",1996,"File1",1997-12-08,102,11.2,,,,
"0",1997,"File1",1997-12-08,71,3.9,,,,
"1",1996,"File1",1997-12-08,113,15.7,,,,
"0",1997,"File1",1997-12-08,85,6.6,,,,
"1",1996,"File1",1997-12-08,128,24.8,"M",,"Precocious",
"0",1997,"File1",1997-12-08,84,7.3,,,,
"1",1996,"File1",1997-12-08,106,13.6,,,,
"0",1996,"File1",1997-12-08,93,7.8,,,,
"1",1996,"File1",1997-12-08,115,15.6,,,,
"0",1997,"File1",1997-12-08,60,2.1,,,,
"1",1996,"File1",1997-12-08,112,15.6,,,,
"0",1996,"File1",1997-12-09,92,7.9,,,,
"1",1996,"File1",1997-12-09,106,12.8,,,,
"0",1997,"File1",1997-12-09,88,7.8,,,,
"1",1996,"File1",1997-12-09,112,14.9,,,,
"0",1996,"File1",1997-12-09,97,10,,,,
"1",1996,"File1",1997-12-09,100,11.3,,,,
"0",1997,"File1",1997-12-09,72,4.2,,,,
"1",1996,"File1",1997-12-09,110,13.6,,,,
"0",1997,"File1",1997-12-09,86,7.2,,,,
"1",1996,"File1",1997-12-09,105,11.8,,,,
"0",1996,"File1",1997-12-09,95,9.4,,,,
"0",1996,"File1",1997-12-09,92,8.3,,,,
"0",1996,"File1",1997-12-09,97,9.6,,,,
"0",1997,"File1",1997-12-09,75,3.8,,,,
"0",1996,"File1",1997-12-10,92,8.1,,,,
"0",1997,"File1",1997-12-10,72,4.7,,,,
"0",1996,"File1",1997-12-11,99,9.6,,,,
"0",1997,"File1",1997-12-12,83,6.5,,,,
"1",1996,"File1",1997-12-12,109,12.7,,,,
"0",1996,"File1",1997-12-12,96,10.4,,,,
"1",1996,"File1",1997-12-12,143,39.2,"M",,"Precocious",
"0",1997,"File1",1997-12-12,86,7.6,,,,
"1",1996,"File1",1997-12-12,145,40,"M",,"Precocious",
"0",1997,"File1",1997-12-12,73,5,,,,
"0",1996,"File1",1997-12-12,95,9.8,"M",,"Precocious",
"0",1997,"File1",1997-12-12,83,5.9,,,,
"0",1997,"File1",1997-12-12,79,5.5,,,,
"0",1996,"File1",1997-12-12,94,9.2,,,,
"0",1996,"File1",1997-12-14,95,9.3,,,,
"0",1997,"File1",1997-12-14,85,7,,,,
"0",1996,"File1",1997-12-15,93,8.8,,,,
"1",1996,"File1",1997-12-15,152,41.1,"M",,"Precocious",
"0",1996,"File1",1997-12-15,91,8.3,,,,
"1",1996,"File1",1997-12-15,145,37,"M",,"Precocious",
"0",1996,"File1",1997-12-15,95,8.9,,,,
"0",1996,"File1",1997-12-15,92,8.4,,,,
"0",1996,"File1",1997-12-16,93,9.2,,,,
"1",1996,"File1",1997-12-16,103,12.8,"M",,"Precocious",
"0",1997,"File1",1997-12-16,58,2,,,,
"1",1997,"File1",1998-11-27,141,26.6,"M",,"Precocious",
"1",1997,"File1",1998-11-30,131,25.4,"M",,"Precocious",
"1",1997,"File1",1998-11-30,128,24.8,"M",,"Precocious",
"1",1997,"File1",1998-11-30,119,17.6,"M",,"Precocious",
"0",1997,"File1",1998-11-30,92.04,7.4,,,,
"1",1997,"File1",1998-11-30,135,26.8,"M",,"Precocious",
"0",1997,"File1",1998-11-30,103.94,10.85,,,,
"1",1997,"File1",1998-11-30,121,17.9,"M",,"Precocious",
"1",1997,"File1",1998-11-30,136,28,"M",,"Precocious",
"0",1997,"File1",1998-11-30,91.99,7.46,,,,
"1",1997,"File1",1998-11-30,123,22.1,"M",,"Precocious",
"1",1997,"File1",1998-11-30,134,27.9,"M",,"Precocious",
"1",1997,"File1",1998-11-30,133,24,"M",,"Precocious",
"1",1997,"File1",1998-12-01,144,31.8,"M",,"Precocious",
"1",1997,"File1",1998-12-01,137,27.2,"M",,"Precocious",
"0",1997,"File1",1998-12-02,99,10.3,,,,
"1",1997,"File1",1998-12-02,123,20,"M",,"Precocious",
"1",1997,"File1",1998-12-03,136,25.2,"M",,"Precocious",
"0",1997,"File1",1998-12-04,92.78,8.06,,,,
"0",1997,"File1",1998-12-07,103.97,11.69,,,,
"0",1997,"File1",1998-12-07,88.22,6.79,,,,
"0",1997,"File1",1998-12-07,96.28,8.88,,,,
"0",1997,"File1",1998-12-07,90.21,7.14,,,,
"0",1997,"File1",1998-12-07,90.49,7.14,,,,
"0",1997,"File1",1998-12-07,108.64,12.87,,,,
"1",1997,"File1",1998-12-09,136,28.5,"M",,"Precocious",
"1",1997,"File1",1998-12-09,125,22.7,"M",,"Precocious",
"1",1997,"File1",1998-12-09,111,16.7,"M",,"Precocious",
"1",1997,"File1",1998-12-09,110,15.4,"M",,"Precocious",
"1",1997,"File1",1998-12-09,110,15.8,,,,
"0",1997,"File1",1998-12-10,103.96,12.31,"M",,"Precocious",
"1",1997,"File1",1998-12-11,127,21.9,"M",,"Precocious",
"1",1997,"File1",1998-12-14,128,22.9,"M",,"Precocious",
"1",1997,"File1",1998-12-14,132,24.4,"M",,"Precocious",
"1",1997,"File1",1998-12-14,134,24.8,"M",,"Precocious",
"1",1997,"File1",1998-12-14,125,22.2,"M",,"Precocious",
"1",1997,"File1",1998-12-14,134,26.9,"M",,"Precocious",
"1",1997,"File1",1998-12-14,130,25.8,"M",,"Precocious",
"1",1997,"File1",1998-12-14,123,19.5,,,,
"1",1997,"File1",1998-12-14,143,30.4,"M",,"Precocious",
"0",1997,"File1",1998-12-15,94.88,8.3,,,,
"1",1997,"File1",1998-12-15,116,18.1,"M",,"Precocious",
"1",1997,"File1",1998-12-15,132,24,"M",,"Precocious",
"1",1997,"File1",1998-12-15,131,25.5,"M",,"Precocious",
"1",1997,"File1",1998-12-15,147,37.8,"M",,"Precocious",
"1",1997,"File1",1998-12-15,122,20.2,"M",,"Precocious",
"1",1997,"File1",1998-12-15,122,20.4,"M",,"Precocious",
"1",1997,"File1",1998-12-15,117,16.9,"M",,"Precocious",
"1",1997,"File1",1998-12-15,125,21.6,"M",,"Precocious",
"0",1997,"File1",1998-12-16,89.27,7.24,,,,
"1",1997,"File1",1998-12-16,132,24.9,"M",,"Precocious",
"1",1997,"File1",1998-12-16,124,22,"M",,"Precocious",
"1",1997,"File1",1998-12-16,132,26,"M",,"Precocious",
"1",1997,"File1",1998-12-16,123,19.5,"M",,"Precocious",
"1",1997,"File1",1998-12-16,120,19.1,"M",,"Precocious",
"1",1997,"File1",1998-12-16,119,19.7,"M",,"Precocious",
"1",1997,"File1",1998-12-16,127,23.9,"M",,"Precocious",
"0",1997,"File1",1998-12-17,114,16.56,"M",,"Precocious",
"1",1997,"File1",1998-12-17,123,21.1,"M",,"Precocious",
"1",1997,"File1",1998-12-17,121,22.6,,,,
"1",1997,"File1",1998-12-17,138,28.2,"M",,"Precocious",
"1",1997,"File1",1998-12-17,138,27.1,,,,
"1",1997,"File1",1998-12-18,129,19.9,"M",,"Precocious",
"1",1997,"File1",1998-12-18,115,15.6,"M",,"Precocious",
"1",1997,"File1",1998-12-18,112,16.5,"M",,"Precocious",
"0",1999,"File1",1999-12-06,72,3.7,,,,
"0",1999,"File1",1999-12-06,65,2.7,,,,
"0",1999,"File1",1999-12-16,70,3.3,,,,
"0",1999,"File1",1999-12-16,73,3.6,,,,
"0",1999,"File1",1999-12-16,62,2.5,,,,
"0",1999,"File1",1999-12-16,70,3.5,,,,
"0",1999,"File1",1999-12-16,65,2.9,,,,
"1",2001,"File2",2002-11-29,148,38.5,"M",,"Precocious",
"1",2001,"File2",2002-11-29,114,17.7,"M",,"Precocious",
"1",2001,"File2",2002-12-01,132,25.4,"M",,"Precocious",
"1",2001,"File2",2002-12-01,127,23.1,"M",,"Precocious",
"1",2001,"File2",2002-12-01,115,18.7,"M",,"Precocious",
"1",2001,"File2",2002-12-01,100,11.5,"M",,"Precocious",
"1",2001,"File2",2002-12-02,119,17.5,,,,
"1",2001,"File2",2002-12-03,101,12.5,"M",,"Precocious",
"1",2001,"File2",2002-12-03,114,17.7,"M",,"Precocious",
"1",2001,"File2",2002-12-03,100,12.6,,,,
"1",2001,"File2",2002-12-04,104,13.1,"M",,"Precocious",
"1",2001,"File2",2002-12-06,105,15,"M",,"Precocious",
"1",2001,"File2",2002-12-06,112,18,"M",,"Precocious",
"1",2001,"File2",2002-12-06,103,13.6,"M",,"Precocious",
"1",2001,"File2",2002-12-06,123,22.7,"M",,"Precocious",
"1",2001,"File2",2002-12-06,95,9.5,"M",,"Precocious",
"1",2001,"File2",2002-12-06,100,12.8,"M",,"Precocious",
"1",2001,"File2",2002-12-09,104,13.6,"M",,"Precocious",
"1",2001,"File2",2002-12-09,117,20.2,"M",,"Precocious",
"1",2001,"File2",2002-12-09,95,11.5,"M",,"Precocious",
"1",2001,"File2",2002-12-09,101,13,"M",,"Precocious",
"1",2001,"File2",2002-12-10,107,15.2,"M",,"Precocious",
"1",2001,"File2",2002-12-10,107,14.7,"M",,"Precocious",
"0",2001,"File2",2002-12-10,96,9.5,,,,
"1",2001,"File2",2002-12-10,98,12.1,"M",,"Precocious",
"1",2001,"File2",2002-12-11,114,18.5,"M",,"Precocious",
"1",2001,"File2",2002-12-12,93,11.5,"M",,"Precocious",
"1",2001,"File2",2002-12-16,116,18.5,"M",,"Precocious",
"1",2001,"File2",2002-12-16,106,16.3,"M",,"Precocious",
"1",2001,"File2",2002-12-16,120,21.5,"M",,"Precocious",
"0",2003,"File2",2003-11-27,78,5.9,,,,
"0",2003,"File2",2003-12-01,62,2.9,,,,
"0",2003,"File2",2003-12-01,57,2.2,,,,
"0",2003,"File2",2003-12-01,53,2,,,,
"0",2003,"File2",2003-12-09,61,2.2,,,,
"0",2003,"File2",2003-12-15,71,3.7,,,,
"0",2003,"File2",2003-12-15,58,2.1,,,,
"0",2003,"File2",2003-12-16,75,4.6,,,,
"Parr",2008,,2009-11-30,92,10.1,,,,"no tag"
"Parr",2008,,2009-11-30,105,13,,,,"no tag"
"Parr",2008,,2009-12-09,100,12.73,,,,"no tag, not mature"
"Parr",2008,,2009-12-04,97,11.01,,,"not ripe","not ripe, no tag"
"Parr",2008,,2009-12-09,107,20,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-09,96,9.64,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-10,100,11.86,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-10,97,10.84,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-10,105,13.21,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-10,122,21.2,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-10,113,19.18,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-10,105,14.18,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-10,98,11.17,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-11,103,12.82,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-11,108,15.6,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-14,112,22.6,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-14,95,9.16,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-14,111,17.32,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-14,117,17.66,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-14,113,15.89,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-14,122,20.04,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-14,100,13.99,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-14,103,13.84,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-14,103,11.07,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-14,99,11.25,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-17,96,9.7,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-18,93,9.9,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-18,97,11.2,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-09,90,10.84,,"Male","Precocious","well healed"
"Parr",2008,,2009-12-09,105,14.4,,"Male","Precocious","well healed"
"Parr",2008,,2009-12-09,124,24.73,,"Male","Precocious","well healed"
"Parr",2008,,2009-12-10,102,13.3,,"Male","Precocious","well healed"
"Parr",2008,,2009-12-10,101,13.08,,"Male","Precocious","well healed"
"Parr",2008,,2009-12-14,101,10.91,,"Male","Precocious","well healed"
"Parr",2008,,2009-12-14,108,15.54,,"Male","Precocious","well healed"
"Parr",2008,,2009-12-14,113,16.85,,"Male","Precocious","well healed"
"Parr",2008,,2009-12-17,111,1.8,,"Male","Precocious","well healedclipped-no tail clip evident"
"Parr",2008,,2009-12-02,128,23.78,,"Male","Precocious","WELL HEALED AND V. HEALTHY LOOKING"
"Parr",2008,,2009-12-02,108,9.64,,"Male","Precocious","WELL HEALED AND V. HEALTHY LOOKING"
"Parr",2008,,2009-12-03,114,17.59,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-03,115,19.75,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-03,102,12.88,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-03,98,11.81,,"Male","Precocious","tagged-tail clip taken as not previously taken"
"Parr",2008,,2009-11-30,106,14.22,,,,"some damage to underside-no tag"
"Parr",2008,,2009-12-07,103,11.76,,,,"no tag"
"Parr",2008,,2009-12-07,122,19.23,,,,"no tag"
"Parr",2008,,2009-12-18,94,9.6,,"Male",,
"Parr",2008,,2009-12-18,93,9.66,,,,
"Parr",2008,,2009-12-18,106,16.22,,"Female",,
"Parr",2008,,2009-12-09,125,19.34,,"Male",,
"Parr",2008,,2009-11-27,111,19.37,,,,
"Parr",2008,,2009-11-27,97,10.46,,,,
"Parr",2008,,2009-12-08,114,17.1,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-08,98,12.4,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-08,108,14,,"Male","Precocious","no tag"
"",2015,,2016-12-01,100,12.2,,"M","Precocious","Precocious"
"",2016,,2016-12-01,83,6.4,,"M","Precocious","Precocious"
"",2015,,2016-12-01,102,14.1,,"M","Precocious","Precocious"
"",2015,,2016-12-01,95,9.7,,"","Immature",""
"",2015,,2016-12-01,100,10.6,,"","Immature",""
"Possible Hybrid",2015,,2016-12-02,120,16.3,,"","Immature","Looks quite like salmon parr but possibly a hybrid"
"",2015,,2016-12-02,89,7.5,,"","Immature",""
"",2015,,2016-12-04,138,28.5,,"M","Precocious","Precocious"
"",2015,,2016-12-04,99,7.6,,"","Immature",""
"",2015,,2016-12-07,152,38.4,,"M","Ripe",""
"",2015,,2016-12-07,98,9.6,,"","Immature",""
"",2015,,2016-12-07,125,20.3,,"M","Precocious","Precocious"
"",2015,,2016-12-08,126,25.4,,"M","Ripe",""
"",2015,,2016-12-08,107,13.3,,"M","Precocious","Precocious"
"",2015,,2016-12-08,164,50.6,,"M","Precocious","Precocious"
"",2015,,2016-12-08,118,18.4,,"M","Precocious","Precocious"
"",2015,,2016-12-08,111,16.5,,"M","Precocious","Precocious"
"",2015,,2016-12-08,125,24.4,,"M","Precocious","Precocious"
"",2015,,2016-12-08,100,9.7,,"","Immature",""
"",2015,,2016-12-08,91,8.3,,"M","Precocious","Precocious"
"",2015,,2016-12-09,101,12.7,,"M","Precocious","Precocious"
"",2015,,2016-12-09,112,17.6,,"M","Precocious","Precocious"
"",2015,,2016-12-09,102,14,,"M","Precocious","Precocious"
"",2015,,2016-12-09,116,19.1,,"M","Ripe",""
"",2015,,2016-12-09,108,14.4,,"M","Precocious","Precocious"
"",2016,,2016-12-12,85,6.6,,"M","Precocious","Precocious"
"",2015,,2016-12-12,96,9.6,,"M","Precocious","Precocious"
"",2015,,2016-12-12,91,8.4,,"M","Precocious","Precocious"
"",2015,,2016-12-12,120,20.4,,"M","Precocious","Precocious"
"",2015,,2016-12-12,90,8.2,,"M","Precocious","Precocious"
"",2015,,2016-12-13,119,18.6,,"M","Precocious","Precocious"
"",2015,,2016-12-13,119,18.9,,"M","Precocious","Precocious"
"",2015,,2016-12-13,122,21,,"M","Precocious","Precocious"
"",2015,,2016-12-13,95,9.5,,"M","Precocious","Precocious"
"",2015,,2016-12-13,104,11.4,,"M","Precocious","Precocious"
"",2015,,2016-12-13,111,14.4,,"M","Precocious","Precocious"
"",2016,,2016-12-16,85,6.7,,"","Immature",""
"",2015,,2016-12-16,110,17.8,,"M","Precocious","Precocious"
"",2015,,2016-12-16,95,10.1,,"M","Precocious","Precocious"
"",2016,,2016-12-16,54,1.6,,"","Immature",""
"",2016,,2016-12-16,86,7.2,,"M","Precocious","Precocious"
"",2016,,2016-12-16,51,1.2,,"","Immature",""
"Possible Hybrid",2016,,2017-11-30,136,29.19,,"M","Ripe",""
"",2016,,2017-11-30,96,8.55,,"","",""
"",2016,,2017-12-06,105,14.27,,"M","Ripe",""
"",2016,,2017-12-12,116,18.73,,"","",""
"Parr",2016,,2017-12-14,89,7.98,,"M","","p. male"
"",2016,,2017-12-18,115,20.43,,"M","Precocious","Prec male"
"",2016,,2017-12-18,135,28.15,,"M","Precocious","Prec male"
"",2016,,2017-12-18,124,23.15,,"M","Precocious",""
"",2016,,2017-12-18,90,8.24,,"M","Precocious","Prec male"
"1",1996,"File1",1997-12-20,118,25.8,,,,
"0",1997,"File1",1997-12-30,67,3.1,,,,
"1",1997,"File1",1998-12-21,133,25.4,"M",,"Precocious",
"1",1997,"File1",1998-12-21,130,26.2,"M",,"Precocious",
"0",1997,"File1",1998-12-21,88.37,7.34,,,,
"1",1997,"File1",1998-12-21,114,15.2,"M",,"Precocious",
"1",1997,"File1",1998-12-21,113,16.7,"M",,"Precocious",
"0",1997,"File1",1998-12-21,103.67,10.86,,,,
"1",1997,"File1",1998-12-21,134,25.5,"M",,"Precocious",
"1",1997,"File1",1998-12-21,132,26.6,"M",,"Precocious",
"1",1997,"File1",1998-12-21,128,22.1,"M",,"Precocious",
"1",1997,"File1",1998-12-21,117,15.8,"M",,"Precocious",
"1",1997,"File1",1998-12-21,115,17,"M",,"Precocious",
"1",1997,"File1",1998-12-21,116,15.7,"M",,"Precocious",
"1",1997,"File1",1998-12-21,118,19.3,"M",,"Precocious",
"1",1997,"File1",1998-12-21,119,17.1,"M",,"Precocious",
"1",1997,"File1",1998-12-21,124,19.2,"M",,"Precocious",
"1",1997,"File1",1998-12-21,121,20,"M",,"Precocious",
